Dataset;Raw_Labels;Kingdom;Phylum;Class;Order;Family;Genus;Species;proposed_label_right;plankton;living;root_class
planktonset1.0;copepod_calanoid_eggs;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_calanoid_eucalanus;animalia;arthropoda;copepoda;calanoida;eucalanidae;eucalanus;;eucalanus;true;true;living
planktonset1.0;copepod_calanoid_flatheads;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_calanoid_frillyAntennae;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_calanoid_large;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_calanoid_large_side_antennatucked;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_calanoid_octomoms;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_calanoid_small_longantennae;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktonset1.0;copepod_cyclopoid_copilia;animalia;arthropoda;copepoda;cyclopoida;sapphirinidae;copilia;;copilia;true;true;living
planktonset1.0;copepod_cyclopoid_oithona;animalia;mollusca;gastropoda;nudibranchia;fionidae;oithona;;oithona;true;true;living
planktonset1.0;copepod_cyclopoid_oithona_eggs;animalia;mollusca;gastropoda;nudibranchia;fionidae;oithona;;oithona;true;true;living
planktonset1.0;copepod_other;animalia;arthropoda;copepoda;;;;;copepoda;true;true;living
planktonset1.0;crustacean_other;animalia;arthropoda;;;;;;arthropoda;true;true;living
planktonset1.0;ctenophore_cestid;animalia;ctenophora;tentaculata;cestida;cestidae;;;cestidae;true;true;living
planktonset1.0;ctenophore_cydippid_no_tentacles;animalia;ctenophora;tentaculata;cydippida;;;;cydippida;true;true;living
planktonset1.0;ctenophore_cydippid_tentacles;animalia;ctenophora;tentaculata;cydippida;;;;cydippida;true;true;living
planktonset1.0;ctenophore_lobate;animalia;ctenophora;tentaculata;lobata;;;;lobata;true;true;living
planktonset1.0;decapods;animalia;arthropoda;malacostraca;decapoda;;;;decapoda;true;true;living
planktonset1.0;diatom_chain_string;chromista;heterokontophyta;bacillariophyceae;;;;;bacillariophyceae;true;true;living
planktonset1.0;diatom_chain_tube;chromista;heterokontophyta;bacillariophyceae;;;;;bacillariophyceae;true;true;living
planktonset1.0;echinoderm_larva_pluteus_brittlestar;animalia;echinodermata;ophiuroidea;;;;;ophiuroidea;true;true;living
planktonset1.0;echinoderm_larva_pluteus_early;animalia;echinodermata;;;;;;echinodermata;true;true;living
planktonset1.0;echinoderm_larva_pluteus_typeC;animalia;echinodermata;;;;;;echinodermata;true;true;living
planktonset1.0;echinoderm_larva_pluteus_urchin;animalia;echinodermata;echinoidea;;;;;echinoidea;true;true;living
planktonset1.0;echinoderm_larva_seastar_bipinnaria;animalia;echinodermata;asteroidea;;;;;asteroidea;true;true;living
planktonset1.0;echinoderm_larva_seastar_brachiolaria;animalia;echinodermata;asteroidea;;;;;asteroidea;true;true;living
planktonset1.0;echinoderm_seacucumber_auricularia_larva;animalia;echinodermata;holothuroidea;;;;;holothuroidea;true;true;living
planktonset1.0;echinopluteus;animalia;echinodermata;echinoidea;;;;;echinoidea;true;true;living
planktonset1.0;ephyra;animalia;cnidaria;scyphozoa;;;;;scyphozoa;true;true;living
planktonset1.0;euphausiids;animalia;arthropoda;malacostraca;euphausiacea;;;;euphausiacea;true;true;living
planktonset1.0;euphausiids_young;animalia;arthropoda;malacostraca;euphausiacea;;;;euphausiacea;true;true;living
planktonset1.0;heteropod;animalia;mollusca;gastropoda;littorinimorpha;;;;littorinimorpha;true;true;living
planktonset1.0;hydromedusae_aglaura;animalia;annelida;polychaeta;eunicida;oenonidae;aglaura;;aglaura;true;true;living
planktonset1.0;hydromedusae_bell_and_tentacles;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_h15;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_haliscera;animalia;cnidaria;hydrozoa;trachymedusae;halicreatidae;haliscera;;haliscera;true;true;living
planktonset1.0;hydromedusae_haliscera_small_sideview;animalia;cnidaria;hydrozoa;trachymedusae;halicreatidae;haliscera;;haliscera;true;true;living
planktonset1.0;hydromedusae_liriope;animalia;cnidaria;hydrozoa;limnomedusae;geryoniidae;liriope;;liriope;true;true;living
planktonset1.0;hydromedusae_narco_dark;animalia;cnidaria;hydrozoa;narcomedusae;;;;narcomedusae;true;true;living
planktonset1.0;hydromedusae_narco_young;animalia;cnidaria;hydrozoa;narcomedusae;;;;narcomedusae;true;true;living
planktonset1.0;hydromedusae_narcomedusae;animalia;cnidaria;hydrozoa;narcomedusae;;;;narcomedusae;true;true;living
planktonset1.0;hydromedusae_other;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_shapeA;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_shapeA_sideview_small;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_shapeB;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_sideview_big;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_solmaris;animalia;cnidaria;hydrozoa;narcomedusae;solmarisidae;solmaris;;solmaris;true;true;living
planktonset1.0;hydromedusae_solmundella;animalia;cnidaria;hydrozoa;narcomedusae;solmundaeginidae;solmundella;;solmundella;true;true;living
planktonset1.0;hydromedusae_typeD;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_typeD_bell_and_tentacles;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_typeE;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;hydromedusae_typeF;animalia;cnidaria;hydrozoa;;;;;hydrozoa;true;true;living
planktonset1.0;polychaete;animalia;annelida;polychaeta;;;;;polychaeta;true;true;living
planktonset1.0;protist_dark_center;;;;;;;;protist_dark_center;true;true;living
planktonset1.0;protist_fuzzy_olive;;;;;;;;protist_fuzzy_olive;true;true;living
planktonset1.0;protist_noctiluca;chromista;myzozoa;dinophyceae;noctilucales;noctilucaceae;noctiluca;;noctiluca;true;true;living
planktonset1.0;protist_other;;;;;;;;protist_other;true;true;living
planktonset1.0;protist_star;;;;;;;;protist_star;true;true;living
planktonset1.0;pteropod_butterfly;animalia;mollusca;gastropoda;thecosomata;;;;thecosomata;true;true;living
planktonset1.0;pteropod_theco_dev_seq;animalia;mollusca;gastropoda;thecosomata;;;;thecosomata;true;true;living
planktonset1.0;pteropod_triangle;animalia;mollusca;gastropoda;pteropoda;;;;pteropoda;true;true;living
planktonset1.0;radiolarian_chain;chromista;radiozoa;;;;;;radiozoa;true;true;living
planktonset1.0;radiolarian_colony;chromista;radiozoa;;;;;;radiozoa;true;true;living
planktonset1.0;shrimp_caridean;animalia;arthropoda;malacostraca;decapoda;;;;decapoda;true;true;living
planktonset1.0;shrimp_sergestidae;animalia;arthropoda;malacostraca;decapoda;sergestidae;;;sergestidae;true;true;living
planktonset1.0;shrimp_zoea;animalia;arthropoda;malacostraca;decapoda;;;;decapoda;true;true;living
planktonset1.0;shrimp-like_other;animalia;arthropoda;malacostraca;decapoda;;;;decapoda;true;true;living
planktonset1.0;siphonophore_calycophoran_abylidae;animalia;cnidaria;hydrozoa;siphonophorae;abylidae;;;abylidae;true;true;living
planktonset1.0;siphonophore_calycophoran_rocketship_adult;animalia;cnidaria;hydrozoa;siphonophorae;;;;siphonophorae;true;true;living
planktonset1.0;siphonophore_calycophoran_rocketship_young;animalia;cnidaria;hydrozoa;siphonophorae;;;;siphonophorae;true;true;living
planktonset1.0;siphonophore_calycophoran_sphaeronectes;animalia;cnidaria;hydrozoa;siphonophorae;sphaeronectidae;sphaeronectes;;sphaeronectes;true;true;living
planktonset1.0;siphonophore_calycophoran_sphaeronectes_stem;animalia;cnidaria;hydrozoa;siphonophorae;sphaeronectidae;sphaeronectes;;sphaeronectes;true;true;living
planktonset1.0;siphonophore_calycophoran_sphaeronectes_young;animalia;cnidaria;hydrozoa;siphonophorae;sphaeronectidae;sphaeronectes;;sphaeronectes;true;true;living
planktonset1.0;siphonophore_physonect;animalia;cnidaria;hydrozoa;siphonophorae;;;;siphonophorae;true;true;living
planktonset1.0;siphonophore_physonect_young;animalia;cnidaria;hydrozoa;siphonophorae;;;;siphonophorae;true;true;living
planktonset1.0;stomatopod;animalia;arthropoda;malacostraca;stomatopoda;;;;stomatopoda;true;true;living
planktonset1.0;tornaria_acorn_worm_larvae;animalia;hemichordata;enteropneusta;;;;;enteropneusta;true;true;living
planktonset1.0;trichodesmium_bowtie;bacteria;cyanobacteria;cyanophyceae;oscillatoriales;microcoleaceae;trichodesmium;;trichodesmium;true;true;living
planktonset1.0;trichodesmium_multiple;bacteria;cyanobacteria;cyanophyceae;oscillatoriales;microcoleaceae;trichodesmium;;trichodesmium;true;true;living
planktonset1.0;trichodesmium_puff;bacteria;cyanobacteria;cyanophyceae;oscillatoriales;microcoleaceae;trichodesmium;;trichodesmium;true;true;living
planktonset1.0;trichodesmium_tuft;bacteria;cyanobacteria;cyanophyceae;oscillatoriales;microcoleaceae;trichodesmium;;trichodesmium;true;true;living
planktonset1.0;trochophore_larvae;;;;;;;;trochophore_larvae;true;true;living
planktonset1.0;tunicate_doliolid;animalia;chordata;thaliacea;doliolida;;;;doliolida;true;true;living
planktonset1.0;tunicate_doliolid_nurse;animalia;chordata;thaliacea;doliolida;;;;doliolida;true;true;living
planktonset1.0;tunicate_salp;animalia;chordata;thaliacea;salpida;;;;salpida;true;true;living
planktonset1.0;tunicate_salp_chains;animalia;chordata;thaliacea;salpida;;;;salpida;true;true;living
planktoscope;Acantharea;chromista;radiozoa;acantharia;;;;;acantharia;true;true;living
planktoscope;Acantharia;chromista;radiozoa;acantharia;;;;;acantharia;true;true;living
planktoscope;Acartiidae;animalia;arthropoda;copepoda;calanoida;acartiidae;;;acartiidae;true;true;living
planktoscope;Actinommidae;chromista;radiozoa;polycystina;spumellaria;actinommidae;;;actinommidae;true;true;living
planktoscope;aggregate<Radiolaria;chromista;radiozoa;;;;;;radiozoa;true;true;living
planktoscope;Amphibelone;chromista;radiozoa;acantharia;symphyacanthida;amphilithidae;amphibelone;;amphibelone;true;true;living
planktoscope;Amphisolenia;chromista;myzozoa;dinophyceae;dinophysales;amphisoleniaceae;amphisolenia;;amphisolenia;true;true;living
planktoscope;Amphorellopsis;chromista;ciliophora;oligotrichea;choreotrichida;tintinnidae;amphorellopsis;;amphorellopsis;true;true;living
planktoscope;Amphorides<Tintinnidiidae;chromista;ciliophora;oligotrichea;choreotrichida;tintinnidae;amphorides;;amphorides;true;true;living
planktoscope;Appendicularia;animalia;chordata;appendicularia;;;;;appendicularia;true;true;living
planktoscope;Asterionella;chromista;heterokontophyta;bacillariophyceae;fragilariales;fragilariaceae;asterionella;;asterionella;true;true;living
planktoscope;Asterionellopsis;chromista;heterokontophyta;bacillariophyceae;fragilariales;fragilariaceae;asterionellopsis;;asterionellopsis;true;true;living
planktoscope;Asterolamprales;chromista;heterokontophyta;bacillariophyceae;asterolamprales;;;;asterolamprales;true;true;living
planktoscope;Bacillaria;chromista;heterokontophyta;bacillariophyceae;bacillariales;bacillariaceae;bacillaria;;bacillaria;true;true;living
planktoscope;Bacillariophyceae;chromista;heterokontophyta;bacillariophyceae;;;;;bacillariophyceae;true;true;living
planktoscope;Bacteriastrum<Chaetocerotales;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;bacteriastrum;;bacteriastrum;true;true;living
planktoscope;Bacteriastrum<Mediophyceae;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;bacteriastrum;;bacteriastrum;true;true;living
planktoscope;Bellerochea;chromista;heterokontophyta;bacillariophyceae;hemiaulales;bellerocheaceae;bellerochea;;bellerochea;true;true;living
planktoscope;Biddulphia;chromista;heterokontophyta;bacillariophyceae;biddulphiales;biddulphiaceae;biddulphia;;biddulphia;true;true;living
planktoscope;bipinnaria;animalia;echinodermata;asteroidea;;;;;asteroidea;true;true;living
planktoscope;Bivalvia<Mollusca;animalia;mollusca;bivalvia;;;;;bivalvia;true;true;living
planktoscope;Bleakeleya;chromista;heterokontophyta;bacillariophyceae;fragilariales;fragilariaceae;bleakeleya;;bleakeleya;true;true;living
planktoscope;Bleakeleya notata;chromista;heterokontophyta;bacillariophyceae;fragilariales;fragilariaceae;asterionella;bleakeleyi;asterionella bleakeleyi;true;true;living
planktoscope;Calanoida;animalia;arthropoda;copepoda;calanoida;;;;calanoida;true;true;living
planktoscope;Callimitra;chromista;radiozoa;polycystina;nassellaria;plagiacanthidae;callimitra;;callimitra;true;true;living
planktoscope;Calocalanus;animalia;arthropoda;copepoda;calanoida;paracalanidae;calocalanus;;calocalanus;true;true;living
planktoscope;Centropages;animalia;arthropoda;copepoda;calanoida;centropagidae;centropages;;centropages;true;true;living
planktoscope;Centropagidae;animalia;arthropoda;copepoda;calanoida;centropagidae;;;centropagidae;true;true;living
planktoscope;Cerataulina;chromista;heterokontophyta;bacillariophyceae;hemiaulales;hemiaulaceae;cerataulina;;cerataulina;true;true;living
planktoscope;Ceratocorys;chromista;myzozoa;dinophyceae;gonyaulacales;ceratocoryaceae;ceratocorys;;ceratocorys;true;true;living
planktoscope;Ceratocorys horrida;chromista;myzozoa;dinophyceae;gonyaulacales;ceratocoryaceae;ceratocorys;horrida;ceratocorys horrida;true;true;living
planktoscope;Chaetoceros affinis;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;chaetoceros;affinis;chaetoceros affinis;true;true;living
planktoscope;Chaetoceros dadayi;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;chaetoceros;dadayi;chaetoceros dadayi;true;true;living
planktoscope;Chaetoceros danicus;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;chaetoceros;danicus;chaetoceros danicus;true;true;living
planktoscope;Chaetoceros inter epibiont;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;chaetoceros;;chaetoceros;true;true;living
planktoscope;Chaetoceros peruvianus;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;chaetoceros;peruvianus;chaetoceros peruvianus;true;true;living
planktoscope;Chaetoceros<Mediophyceae;chromista;heterokontophyta;bacillariophyceae;chaetocerotanae;chaetocerotaceae;chaetoceros;;chaetoceros;true;true;living
planktoscope;Chaetognatha;animalia;chaetognatha;;;;;;chaetognatha;true;true;living
planktoscope;Challengeron;chromista;cercozoa;thecofilosea;phaeogromida;challengeridae;challengeron;;challengeron;true;true;living
planktoscope;Ciliophora;chromista;ciliophora;;;;;;ciliophora;true;true;living
planktoscope;Cladopyxis;chromista;myzozoa;dinophyceae;gonyaulacales;cladopyxidaceae;cladopyxis;;cladopyxis;true;true;living
planktoscope;Climacocylis;chromista;ciliophora;oligotrichea;choreotrichida;metacylididae;climacocylis;;climacocylis;true;true;living
planktoscope;Climacodium;chromista;heterokontophyta;bacillariophyceae;hemiaulales;hemiaulaceae;climacodium;;climacodium;true;true;living
planktoscope;Climacosphenia;chromista;heterokontophyta;bacillariophyceae;climacospheniales;climacospheniaceae;climacosphenia;;climacosphenia;true;true;living
planktoscope;Coccodiscidae;chromista;radiozoa;polycystina;spumellaria;coccodiscidae;;;coccodiscidae;true;true;living
planktoscope;Codonaria;chromista;ciliophora;oligotrichea;choreotrichida;codonellidae;codonaria;;codonaria;true;true;living
planktoscope;Codonella;chromista;ciliophora;oligotrichea;choreotrichida;codonellidae;codonella;;codonella;true;true;living
planktoscope;Codonella amphorella;chromista;ciliophora;oligotrichea;choreotrichida;codonellidae;codonella;amphorella;codonella amphorella;true;true;living
planktoscope;Codonellopsis orthoceras;chromista;ciliophora;oligotrichea;choreotrichida;codonellopsidae;codonellopsis;orthoceras;codonellopsis orthoceras;true;true;living
planktoscope;Codonellopsis<Tintinnidiidae;chromista;ciliophora;oligotrichea;choreotrichida;codonellopsidae;codonellopsis;;codonellopsis;true;true;living
planktoscope;Collozoum;chromista;radiozoa;polycystina;nassellaria;collozoidae;collozoum;;collozoum;true;true;living
planktoscope;Copepoda<Maxillopoda;animalia;arthropoda;copepoda;;;;;copepoda;true;true;living
planktoscope;copepoda-cut;animalia;arthropoda;copepoda;;;;;copepoda;true;true;living
planktoscope;Corethron;chromista;heterokontophyta;bacillariophyceae;corethrales;corethraceae;corethron;;corethron;true;true;living
planktoscope;Corycaeidae;animalia;arthropoda;copepoda;cyclopoida;corycaeidae;;;corycaeidae;true;true;living
planktoscope;Corythodinium;chromista;myzozoa;dinophyceae;peridiniales;oxytoxaceae;corythodinium;;corythodinium;true;true;living
planktoscope;Corythodinium constrictum;chromista;myzozoa;dinophyceae;peridiniales;oxytoxaceae;corythodinium;constrictum;corythodinium constrictum;true;true;living
planktoscope;Corythodinium tesselatum;chromista;myzozoa;dinophyceae;peridiniales;oxytoxaceae;corythodinium;tesselatum;corythodinium tesselatum;true;true;living
planktoscope;Coscinodiscophycidae;chromista;heterokontophyta;bacillariophyceae;;;;;bacillariophyceae;true;true;living
planktoscope;Cyanobacteria<Bacteria;bacteria;cyanobacteria;;;;;;cyanobacteria;true;true;living
planktoscope;cylindrotheca+nitzschia;chromista;heterokontophyta;bacillariophyceae;bacillariales;bacillariaceae;;;bacillariaceae;true;true;living
planktoscope;Cystidium;chromista;radiozoa;polycystina;nassellaria;;;;nassellaria;true;true;living
planktoscope;Cyttarocylis;chromista;ciliophora;oligotrichea;choreotrichida;cyttarocylididae;cyttarocylis;;cyttarocylis;true;true;living
planktoscope;dactyliosolen guinardia mix;chromista;heterokontophyta;bacillariophyceae;rhizosoleniales;rhizosoleniaceae;;;rhizosoleniaceae;true;true;living
planktoscope;Dadayiella;chromista;ciliophora;oligotrichea;choreotrichida;tintinnidae;dadayiella;;dadayiella;true;true;living
planktoscope;Dictyocha;chromista;ochrophyta;dictyochophyceae;dictyochales;dictyochaceae;dictyocha;;dictyocha;true;true;living
planktoscope;Dictyocysta;chromista;ciliophora;oligotrichea;choreotrichida;dictyocystidae;dictyocysta;;dictyocysta;true;true;living
planktoscope;Dinobryon;chromista;ochrophyta;chrysophyceae;chromulinales;dinobryaceae;dinobryon;;dinobryon;true;true;living
planktoscope;Dinophyceae;chromista;myzozoa;dinophyceae;;;;;dinophyceae;true;true;living
planktoscope;Dinophysis;chromista;myzozoa;dinophyceae;dinophysales;dinophysaceae;dinophysis;;dinophysis;true;true;living
planktoscope;Dinophysis caudata<Dinophysis;chromista;myzozoa;dinophyceae;dinophysales;dinophysaceae;dinophysis;caudata;dinophysis caudata;true;true;living
planktoscope;Dinophysis tripos;chromista;myzozoa;dinophyceae;dinophysales;dinophysaceae;dinophysis;tripos;dinophysis tripos;true;true;living
planktoscope;Ditylum;chromista;heterokontophyta;bacillariophyceae;lithodesmiales;lithodesmiaceae;ditylum;;ditylum;true;true;living
planktoscope;Doliolida;animalia;chordata;thaliacea;doliolida;;;;doliolida;true;true;living
planktoscope;echinopluteus;animalia;echinodermata;echinoidea;;;;;echinoidea;true;true;living
planktoscope;Entomoneis;chromista;heterokontophyta;bacillariophyceae;surirellales;entomoneidaceae;entomoneis;;entomoneis;true;true;living
planktoscope;Epicancella;chromista;ciliophora;oligotrichea;choreotrichida;epiplocylididae;epicancella;;epicancella;true;true;living
planktoscope;Epiplocylis;chromista;ciliophora;oligotrichea;choreotrichida;epiplocylididae;epiplocylis;;epiplocylis;true;true;living
planktoscope;Ethmodiscus gazellae;chromista;heterokontophyta;bacillariophyceae;ethmodiscales;ethmodiscaceae;ethmodiscus;gazellae;ethmodiscus gazellae;true;true;living
planktoscope;Eucampia;chromista;heterokontophyta;bacillariophyceae;hemiaulales;hemiaulaceae;eucampia;;eucampia;true;true;living
planktoscope;Eucampia cornuta;chromista;heterokontophyta;bacillariophyceae;bacillariophyceae;bacillariophyceae;neomoelleria;cornuta;neomoelleria cornuta;true;true;living
planktoscope;Euphysetta;chromista;cercozoa;thecofilosea;phaeogromida;medusettidae;euphysetta;;euphysetta;true;true;living
planktoscope;Euterpina;animalia;arthropoda;copepoda;harpacticoida;tachidiidae;euterpina;;euterpina;true;true;living
planktoscope;Eutintinnus;chromista;ciliophora;oligotrichea;choreotrichida;eutintinnidae;eutintinnus;;eutintinnus;true;true;living
planktoscope;Evadne;animalia;arthropoda;branchiopoda;onychopoda;podonidae;evadne;;evadne;true;true;living
planktoscope;Favella;animalia;arthropoda;ostracoda;podocopida;hemicytheridae;favella;;favella;true;true;living
planktoscope;Foraminifera;chromista;foraminifera;;;;;;foraminifera;true;true;living
planktoscope;Fragilariaceae;chromista;heterokontophyta;bacillariophyceae;fragilariales;fragilariaceae;;;fragilariaceae;true;true;living
planktoscope;Fritillariidae;animalia;chordata;appendicularia;copelata;fritillariidae;;;fritillariidae;true;true;living
planktoscope;frustule;chromista;heterokontophyta;bacillariophyceae;;;;;bacillariophyceae;true;true;living
planktoscope;Gastropoda<Mollusca;animalia;mollusca;gastropoda;;;;;gastropoda;true;true;living
planktoscope;Gossleriella;chromista;heterokontophyta;bacillariophyceae;coscinodiscales;gossleriellaceae;gossleriella;;gossleriella;true;true;living
planktoscope;Guinardia flaccida;chromista;heterokontophyta;bacillariophyceae;rhizosoleniales;rhizosoleniaceae;guinardia;flaccida;guinardia flaccida;true;true;living
planktoscope;Gyrodinium;chromista;myzozoa;dinophyceae;gymnodiniales;gyrodiniaceae;gyrodinium;;gyrodinium;true;true;living
planktoscope;Halosphaera;plantae;chlorophyta;pyramimonadophyceae;pyramimonadales;pyramimonadaceae;halosphaera;;halosphaera;true;true;living
planktoscope;Harpacticoida;animalia;arthropoda;copepoda;harpacticoida;;;;harpacticoida;true;true;living
planktoscope;head<Appendicularia;animalia;chordata;appendicularia;;;;;appendicularia;true;true;living
planktoscope;Helicotheca tamesis;chromista;heterokontophyta;bacillariophyceae;lithodesmiales;lithodesmiaceae;helicotheca;tamesis;helicotheca tamesis;true;true;living
planktoscope;Hemiaulus;chromista;heterokontophyta;bacillariophyceae;hemiaulales;hemiaulaceae;hemiaulus;;hemiaulus;true;true;living
planktoscope;Hemidiscus;chromista;heterokontophyta;bacillariophyceae;coscinodiscales;hemidiscaceae;hemidiscus;;hemidiscus;true;true;living
planktoscope;Isthmia;chromista;heterokontophyta;bacillariophyceae;biddulphiales;biddulphiaceae;isthmia;;isthmia;true;true;living
planktoscope;larvae<Annelida;animalia;annelida;;;;;;annelida;true;true;living
planktoscope;larvae<Gastropoda;animalia;mollusca;gastropoda;;;;;gastropoda;true;true;living
planktoscope;Lauderia;chromista;heterokontophyta;bacillariophyceae;thalassiosirales;lauderiaceae;lauderia;;lauderia;true;true;living
planktoscope;Leprotintinnus;chromista;ciliophora;oligotrichea;choreotrichida;tintinnidiidae;leprotintinnus;;leprotintinnus;true;true;living
planktoscope;Leptocylindrus;chromista;heterokontophyta;bacillariophyceae;leptocylindrales;leptocylindraceae;leptocylindrus;;leptocylindrus;true;true;living
planktoscope;Leptocylindrus mediterraneus;chromista;heterokontophyta;bacillariophyceae;leptocylindrales;leptocylindraceae;leptocylindrus;mediterraneus;leptocylindrus mediterraneus;true;true;living
planktoscope;Licmophora;chromista;heterokontophyta;bacillariophyceae;licmophorales;licmophoraceae;licmophora;;licmophora;true;true;living
planktoscope;Lioloma;chromista;heterokontophyta;bacillariophyceae;thalassionematales;thalassionemataceae;lioloma;;lioloma;true;true;living
planktoscope;Lithodesmium;chromista;heterokontophyta;bacillariophyceae;lithodesmiales;lithodesmiaceae;lithodesmium;;lithodesmium;true;true;living
planktoscope;Lithoptera;chromista;radiozoa;acantharia;acantharia;;;;acantharia;true;true;living
planktoscope;Mastogloia;chromista;heterokontophyta;bacillariophyceae;mastogloiales;mastogloiaceae;mastogloia;;mastogloia;true;true;living
planktoscope;Mediopyxis;chromista;heterokontophyta;Bacillariophyceae;Lithodesmiales;Lithodesmiaceae;mediopyxis;;mediopyxis;true;true;living
planktoscope;Microsetella;animalia;arthropoda;copepoda;harpacticoida;ectinosomatidae;microsetella;;microsetella;true;true;living
planktoscope;multiple bacillariophyceae;chromista;heterokontophyta;bacillariophyceae;;;;;bacillariophyceae;true;true;living
planktoscope;Nassellaria<Polycystinea;chromista;radiozoa;polycystina;nassellaria;;;;nassellaria;true;true;living
planktoscope;nauplii<Cirripedia;animalia;arthropoda;thecostraca;;;;;thecostraca;true;true;living
planktoscope;nauplii<Copepoda;animalia;arthropoda;copepoda;;;;;copepoda;true;true;living
planktoscope;nauplii<Temora;animalia;arthropoda;copepoda;calanoida;temoridae;temora;;temora;true;true;living
planktoscope;Naviculales;chromista;heterokontophyta;bacillariophyceae;naviculales;;;;naviculales;true;true;living
planktoscope;Nematoda;animalia;nematoda;;;;;;nematoda;true;true;living
planktoscope;Neocalyptrella;chromista;heterokontophyta;bacillariophyceae;rhizosoleniales;rhizosoleniaceae;neocalyptrella;;neocalyptrella;true;true;living
planktoscope;Neoceratium;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;neoceratium;;neoceratium;true;true;living
planktoscope;Neoceratium arietinum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;arietinus;tripos arietinus;true;true;living
planktoscope;Neoceratium azoricum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;azoricus;tripos azoricus;true;true;living
planktoscope;Neoceratium belone;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;belone;tripos belone;true;true;living
planktoscope;Neoceratium breve;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;brevis;tripos brevis;true;true;living
planktoscope;Neoceratium candelabrum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;candelabrum;tripos candelabrum;true;true;living
planktoscope;Neoceratium contortum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;contortus;tripos contortus;true;true;living
planktoscope;Neoceratium declinatum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;declinatus;tripos declinatus;true;true;living
planktoscope;Neoceratium extensum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;extensus;tripos extensus;true;true;living
planktoscope;neoceratium falcatum inflatum mix;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;;tripos;true;true;living
planktoscope;Neoceratium furca<Neoceratium;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;furca;tripos furca;true;true;living
planktoscope;Neoceratium fusus<Neoceratium;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;fusus;tripos fusus;true;true;living
planktoscope;Neoceratium geniculatum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;geniculatus;tripos geniculatus;true;true;living
planktoscope;neoceratium gibberum concilians mix;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;neoceratium;;neoceratium;true;true;living
planktoscope;Neoceratium gravidum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;gravidum;tripos gravidum;true;true;living
planktoscope;Neoceratium hexacanthum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;hexacanthus;tripos hexacanthus;true;true;living
planktoscope;Neoceratium incisum;chromista;myzozoa;dinophyceae;gonyaulacales;ceratiaceae;tripos;incisus;tripos incisus;true;true;living
